------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
30          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.450698512399762e-01  1.999622705006573e+01  2.600000000000000e+00        1
 2.145385316672924e+00  9.176376719423842e-03  2.603538845559903e-02 -6.219504712885759e-02  1.941540538565863e+01  3.080550450578842e+00        2
 4.290770633345847e+00 -4.657666439289740e-03 -1.396174062395734e-02 -8.665457342094371e-01  1.844880863383631e+01  3.459544053793165e+00        3
 6.436155950018770e+00 -5.571509129478418e-02 -1.798878972453330e-01 -8.335260818029636e-01  1.719734866302096e+01  3.713805863853390e+00        4
 8.581541266691691e+00 -6.707662841186901e-02 -2.219905589510113e-01  1.507038740827962e-01  1.576193734163481e+01  3.820160934969938e+00        5
 1.072692658336462e+01 -4.442918128307045e-02 -1.215546646611517e-01  3.922627277160447e-01  1.372383575121761e+01  3.768606437692442e+00        6
 1.287231190003754e+01 -3.770105731980946e-02 -5.183444293753499e-02 -3.166721350376048e-02  1.075332643223413e+01  3.606654728747596e+00        7
 1.501769721671046e+01 -4.680067782223524e-02 -7.727867603252886e-03 -3.721756678807701e-01  7.716873419390757e+00  3.395353498649602e+00        8
 1.716308253338338e+01 -6.557238064775694e-02  1.667646614256463e-02 -5.911370206029983e-01  5.498037562840334e+00  3.195670746284221e+00        9
 1.930846785005631e+01 -9.106900597904395e-02  2.654413579952178e-02 -7.490389183709730e-01  4.502224316893185e+00  3.045526868776915e+00       10
 2.145385316672924e+01 -1.216648655327909e-01  2.619494388872601e-02 -8.836778628958468e-01  3.813841679809920e+00  2.908488358804536e+00       11
 2.359923848340215e+01 -1.572433164796686e-01  1.734271316966545e-02 -1.032353986536156e+00  3.274398775794917e+00  2.773786040973698e+00       12
 2.574462380007508e+01 -1.989716852339008e-01  1.332175365162155e-03 -1.192326471475735e+00  2.788591704627169e+00  2.633399741579592e+00       13
 2.789000911674800e+01 -2.465279061540707e-01 -1.939835220796424e-02 -1.344910400570718e+00  2.274418627770158e+00  2.478321836675094e+00       14
 3.003539443342093e+01 -2.996801874041790e-01 -4.148175130374541e-02 -1.504436016661074e+00  1.755308159415676e+00  2.305362023578311e+00       15
 3.218077975009385e+01 -3.591792777972779e-01 -6.108922811972254e-02 -1.677255178292042e+00  1.280148970391777e+00  2.127932350093719e+00       16
 3.432616506676677e+01 -4.252686601246062e-01 -7.635284933561151e-02 -1.879040676377916e+00  8.946644848190413e-01  1.960694652016695e+00       17
 3.647155038343968e+01 -4.998717936302245e-01 -8.765742277403706e-02 -2.100595344173864e+00  6.382719763254389e-01  1.816325383024474e+00       18
 3.861693570011262e+01 -5.825429635672199e-01 -9.474855895216555e-02 -2.348885295679219e+00  4.727195265733535e-01  1.687210165781485e+00       19
 4.076232101678556e+01 -6.757260238016902e-01 -9.737686854995369e-02 -2.618913413518607e+00  3.412648602149410e-01  1.567321556153015e+00       20
 4.290770633345848e+01 -7.786000612988901e-01 -9.516381256622450e-02 -2.911472707726498e+00  1.931245632907544e-01  1.453174068906751e+00       21
 4.505309165013140e+01 -8.936667896878838e-01 -9.063297962282892e-02 -3.240388848605698e+00 -2.484471743410445e-02  1.342082238949683e+00       22
 4.719847696680431e+01 -1.021137202865008e+00 -8.181111304046257e-02 -3.619033505333507e+00 -3.722150102493049e-01  1.242081213633326e+00       23
 4.934386228347724e+01 -1.164509061952720e+00 -6.850494916543730e-02 -4.042132744686472e+00 -8.085123005970885e-01  1.147114728826232e+00       24
 5.148924760015016e+01 -1.323593704820759e+00 -5.195378139367713e-02 -4.527703934463242e+00 -1.268660997222385e+00  1.045422778841388e+00       25
 5.363463291682309e+01 -1.503227305117946e+00 -3.520905732553973e-02 -5.106135976013925e+00 -1.688541721738783e+00  9.252948232270440e-01       26
 5.578001823349602e+01 -1.705476433355301e+00 -2.158923365593627e-02 -5.761280361054198e+00 -2.075534449121092e+00  7.811835812080230e-01       27
 5.792540355016894e+01 -1.933951803465344e+00 -1.261906364740890e-02 -6.530591180154293e+00 -2.455935032017404e+00  6.159910323578860e-01       28
 6.007078886684185e+01 -2.193481577514250e+00 -7.181578020943529e-03 -7.580687022485936e+00 -2.829561861752847e+00  4.326357896583864e-01       29
 6.221617418351478e+01 -2.500000000000000e+00  1.945713643545381e-17 -8.214149878008319e+00 -3.196233329652551e+00  2.340364660912781e-01       30
