------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
30          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.348732382073023e-01  1.999622705006573e+01  2.600000000000000e+00        1
 2.142233609099454e+00  8.781657913521682e-03  2.511459331132967e-02 -5.897035578927420e-02  1.927287111786509e+01  2.969006383311028e+00        2
 4.284467218198906e+00 -4.409688004334334e-03 -1.333246674051924e-02 -8.336657224526753e-01  1.830153478012091e+01  3.300798372929513e+00        3
 6.426700827298357e+00 -5.355604758295997e-02 -1.735974126290206e-01 -8.370785365253605e-01  1.713343282339455e+01  3.582703362283458e+00        4
 8.568934436397809e+00 -6.700256999045391e-02 -2.208749862970839e-01  8.827696269068405e-02  1.581978003424734e+01  3.802048744800871e+00        5
 1.071116804549727e+01 -4.695487021271632e-02 -1.280504680311253e-01  3.570933178966532e-01  1.411979971388463e+01  3.976805059465395e+00        6
 1.285340165459671e+01 -4.029999743462959e-02 -5.925885102056180e-02 -5.658390617919299e-03  1.185864541780622e+01  4.139181287610836e+00        7
 1.499563526369617e+01 -4.737799368318584e-02 -9.660618196124481e-03 -3.187693804295166e-01  9.545277394688052e+00  4.265147942374817e+00        8
 1.713786887279562e+01 -6.413683020724709e-02  2.249462010610672e-02 -5.548508826097788e-01  7.698356721166906e+00  4.329782672609435e+00        9
 1.928010248189507e+01 -8.886801758878228e-02  3.726966795820012e-02 -7.436059907339281e-01  6.567907384860896e+00  4.291082481250291e+00       10
 2.142233609099453e+01 -1.197406823403153e-01  3.702915714876313e-02 -8.998246250404145e-01  5.660783654772411e+00  4.122436162975881e+00       11
 2.356456970009398e+01 -1.561523911154879e-01  2.425794573988394e-02 -1.058630741290930e+00  4.908172672160350e+00  3.887727222188985e+00       12
 2.570680330919343e+01 -1.988985310054528e-01  1.845933037072885e-03 -1.221994718102798e+00  4.276733278028184e+00  3.654834670210016e+00       13
 2.784903691829289e+01 -2.475238575513425e-01 -2.715267612333093e-02 -1.375206269393550e+00  3.722084868458977e+00  3.473603744567254e+00       14
 2.999127052739234e+01 -3.017239140063591e-01 -5.936502373115636e-02 -1.532734273572373e+00  3.196089186459119e+00  3.302819951320486e+00       15
 3.213350413649179e+01 -3.621250826718367e-01 -8.997880796628775e-02 -1.701859115764391e+00  2.742976833974272e+00  3.137060390683331e+00       16
 3.427573774559124e+01 -4.289669240899793e-01 -1.159204633283849e-01 -1.901017494189200e+00  2.415833830677090e+00  2.979051700205951e+00       17
 3.641797135469069e+01 -5.042534019787832e-01 -1.363133447552700e-01 -2.118404007354673e+00  2.250999639139061e+00  2.826517201434551e+00       18
 3.856020496379015e+01 -5.873409763581225e-01 -1.489450116925953e-01 -2.360583276441139e+00  2.145402269684205e+00  2.654069430742607e+00       19
 4.070243857288961e+01 -6.807233047560772e-01 -1.546171502227977e-01 -2.627093472875746e+00  2.065853074272822e+00  2.490202257051167e+00       20
 4.284467218198908e+01 -7.837211018203972e-01 -1.553910394804261e-01 -2.921736196218852e+00  2.005683090098343e+00  2.374299269425161e+00       21
 4.498690579108852e+01 -8.991103913824530e-01 -1.580028030546050e-01 -3.253131367654662e+00  1.958971482323318e+00  2.341054446642271e+00       22
 4.712913940018795e+01 -1.026853272275839e+00 -1.538778635703614e-01 -3.626630379387970e+00  1.929728962383907e+00  2.337496898259831e+00       23
 4.927137300928741e+01 -1.170121723377961e+00 -1.394197656612585e-01 -4.037914855463923e+00  1.908571398917617e+00  2.335645940996153e+00       24
 5.141360661838686e+01 -1.328550824566551e+00 -1.159223512221022e-01 -4.510878330832947e+00  1.880751967784451e+00  2.333294319428828e+00       25
 5.355584022748632e+01 -1.507088093774509e+00 -8.844779370315586e-02 -5.078663235975107e+00  1.828003018944224e+00  2.324583704044072e+00       26
 5.569807383658578e+01 -1.707826293756831e+00 -5.817156096602641e-02 -5.732772233203215e+00  1.543478422676078e+00  2.104258972708281e+00       27
 5.784030744568523e+01 -1.935058762899789e+00 -3.317082789952532e-02 -6.514201851409451e+00  9.770743908293773e-01  1.617959428312101e+00       28
 5.998254105478467e+01 -2.193896897516778e+00 -1.585233733353513e-02 -7.576971686750227e+00  2.181893469715079e-01  9.538260957708894e-01       29
 6.212477466388413e+01 -2.500000000000000e+00  2.220305886360328e-17 -8.215095011914586e+00 -6.437782853301469e-01  2.000000000000002e-01       30
