P190258 2022-06-22 12:15:27,323 runWISDEM:run_wisdem:90 INFO:Started
P190258 2022-06-22 12:16:01,889 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P190258 2022-06-22 12:16:01,889 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P190258 2022-06-22 12:16:01,890 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P190258 2022-06-22 12:16:01,891 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P190258 2022-06-22 12:16:07,315 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P190258 2022-06-22 12:16:07,316 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P190258 2022-06-22 12:16:07,316 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P190258 2022-06-22 12:16:07,317 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P190258 2022-06-22 12:16:07,318 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P190258 2022-06-22 12:16:07,318 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P190258 2022-06-22 12:16:07,319 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P190258 2022-06-22 12:16:07,319 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P190258 2022-06-22 12:16:07,320 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P190258 2022-06-22 12:16:07,321 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P190258 2022-06-22 12:16:07,321 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P190258 2022-06-22 12:16:07,322 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P190258 2022-06-22 12:16:07,322 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P190258 2022-06-22 12:16:07,323 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P190258 2022-06-22 12:16:07,323 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P190258 2022-06-22 12:16:07,324 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P190258 2022-06-22 12:16:07,325 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P190258 2022-06-22 12:16:07,325 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P190258 2022-06-22 12:16:07,326 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P190258 2022-06-22 12:16:07,326 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P190258 2022-06-22 12:16:07,327 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P190258 2022-06-22 12:16:07,328 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P190258 2022-06-22 12:16:07,328 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P190258 2022-06-22 12:16:07,329 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P190258 2022-06-22 12:16:07,329 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P190258 2022-06-22 12:16:07,330 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P190258 2022-06-22 12:16:07,331 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P190258 2022-06-22 12:16:12,629 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P190258 2022-06-22 12:16:12,630 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P190258 2022-06-22 12:16:12,630 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P190258 2022-06-22 12:16:12,631 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P190258 2022-06-22 12:16:12,631 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P190258 2022-06-22 12:16:12,632 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P190258 2022-06-22 12:16:12,633 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P190258 2022-06-22 12:16:12,633 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P190258 2022-06-22 12:16:12,634 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P190258 2022-06-22 12:16:12,634 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P190258 2022-06-22 12:16:12,635 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P190258 2022-06-22 12:16:12,635 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P190258 2022-06-22 12:16:12,636 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P190258 2022-06-22 12:16:12,637 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P190258 2022-06-22 12:16:12,637 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P190258 2022-06-22 12:16:12,638 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P190258 2022-06-22 12:16:12,638 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P190258 2022-06-22 12:16:12,639 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P190258 2022-06-22 12:16:12,640 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P190258 2022-06-22 12:16:12,640 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P190258 2022-06-22 12:16:12,641 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P190258 2022-06-22 12:16:12,641 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P190258 2022-06-22 12:16:12,642 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P190258 2022-06-22 12:16:12,643 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P190258 2022-06-22 12:16:12,643 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P190258 2022-06-22 12:16:12,644 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P190258 2022-06-22 12:16:12,644 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P190258 2022-06-22 12:16:17,975 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P190258 2022-06-22 12:16:17,976 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P190258 2022-06-22 12:16:17,976 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P190258 2022-06-22 12:16:17,977 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P190258 2022-06-22 12:16:17,978 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P190258 2022-06-22 12:16:17,978 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P190258 2022-06-22 12:16:17,979 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P190258 2022-06-22 12:16:17,979 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P190258 2022-06-22 12:16:17,980 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P190258 2022-06-22 12:16:17,981 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P190258 2022-06-22 12:16:17,981 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P190258 2022-06-22 12:16:17,982 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P190258 2022-06-22 12:16:17,982 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P190258 2022-06-22 12:16:17,983 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P190258 2022-06-22 12:16:17,983 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P190258 2022-06-22 12:16:17,984 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P190258 2022-06-22 12:16:17,985 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P190258 2022-06-22 12:16:17,985 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P190258 2022-06-22 12:16:17,986 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
