P188469 2022-06-22 12:06:45,824 runWISDEM:run_wisdem:90 INFO:Started
P188469 2022-06-22 12:06:52,265 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P188469 2022-06-22 12:06:52,266 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P188469 2022-06-22 12:06:52,267 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P188469 2022-06-22 12:06:52,267 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P188469 2022-06-22 12:06:52,268 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P188469 2022-06-22 12:06:57,954 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P188469 2022-06-22 12:06:57,955 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P188469 2022-06-22 12:06:57,956 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P188469 2022-06-22 12:06:57,956 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P188469 2022-06-22 12:06:57,957 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P188469 2022-06-22 12:06:57,957 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P188469 2022-06-22 12:06:57,958 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P188469 2022-06-22 12:06:57,959 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P188469 2022-06-22 12:06:57,959 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P188469 2022-06-22 12:06:57,960 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P188469 2022-06-22 12:06:57,960 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P188469 2022-06-22 12:06:57,961 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P188469 2022-06-22 12:06:57,961 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P188469 2022-06-22 12:06:57,962 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P188469 2022-06-22 12:06:57,963 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P188469 2022-06-22 12:06:57,963 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P188469 2022-06-22 12:06:57,964 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P188469 2022-06-22 12:06:57,964 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P188469 2022-06-22 12:06:57,965 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P188469 2022-06-22 12:06:57,965 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P188469 2022-06-22 12:06:57,966 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P188469 2022-06-22 12:06:57,967 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P188469 2022-06-22 12:06:57,967 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P188469 2022-06-22 12:06:57,968 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P188469 2022-06-22 12:06:57,968 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P188469 2022-06-22 12:06:57,969 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P188469 2022-06-22 12:06:57,970 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
