P11309 2022-06-16 14:39:51,441 runWISDEM:run_wisdem:90 INFO:Started
P11309 2022-06-16 14:39:58,066 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P11309 2022-06-16 14:39:58,067 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P11309 2022-06-16 14:39:58,068 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P11309 2022-06-16 14:39:58,068 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P11309 2022-06-16 14:39:58,069 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P11309 2022-06-16 14:39:58,069 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P11309 2022-06-16 14:39:58,070 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P11309 2022-06-16 14:39:58,071 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P11309 2022-06-16 14:39:58,071 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P11309 2022-06-16 14:39:58,072 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P11309 2022-06-16 14:39:58,072 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P11309 2022-06-16 14:39:58,073 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P11309 2022-06-16 14:39:58,073 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P11309 2022-06-16 14:39:58,074 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P11309 2022-06-16 14:39:58,075 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P11309 2022-06-16 14:39:58,075 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P11309 2022-06-16 14:39:58,076 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P11309 2022-06-16 14:39:58,076 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P11309 2022-06-16 14:39:58,077 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P11309 2022-06-16 14:39:58,077 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P11309 2022-06-16 14:39:58,078 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P11309 2022-06-16 14:39:58,079 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P11309 2022-06-16 14:39:58,079 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P11309 2022-06-16 14:39:58,080 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P11309 2022-06-16 14:39:58,080 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
